Player,Team,Age,GP,W,L,Min,Pts,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OReb,DReb,Reb,Ast,TO,Stl,Blk,PF,+/-
LeBron James,CLE,22,12,8,4,1.4,1.4,0.5,1.1,46.2,0.0,0.2,0.0,0.4,0.8,55.6,0.0,0.2,0.2,0.4,0.0,0.1,0.0,0.0,0.3
Sasha Pavlovic,CLE,23,11,7,4,1.3,0.5,0.2,0.2,100,0.1,0.1,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.3,0.3
Drew Gooden,CLE,25,9,7,2,1.1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.2,1.6
Eric Snow,CLE,34,9,7,2,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,50.0,0.1,0.0,0.1,0.0,0.0,0.2,0.0,0.1,-1.0
Manu Ginobili,SAS,29,9,7,2,1.5,1.2,0.0,0.3,0.0,0.0,0.0,0.0,1.2,1.6,78.6,0.0,0.2,0.2,0.2,0.3,0.1,0.0,0.2,2.3
Tim Duncan,SAS,31,9,7,2,1.5,1.7,0.4,0.8,57.1,0.0,0.0,0.0,0.8,1.1,70.0,0.2,0.6,0.8,0.1,0.0,0.0,0.2,0.2,2.4
Tony Parker,SAS,25,9,7,2,1.5,0.8,0.3,0.4,75.0,0.1,0.1,100,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.1,0.0,0.1,2.3
Bruce Bowen,SAS,36,8,7,1,1.6,0.6,0.3,0.3,100,0.1,0.1,100,0.0,0.0,0.0,0.1,0.1,0.3,0.1,0.0,0.1,0.1,0.1,1.8
Zydrunas Ilgauskas,CLE,32,8,6,2,0.9,1.0,0.4,0.6,60.0,0.0,0.0,0.0,0.3,0.3,100,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.0,1.8
Anderson Varejao,CLE,24,7,3,4,1.2,0.3,0.1,0.7,20.0,0.0,0.3,0.0,0.0,0.0,0.0,0.1,0.4,0.6,0.0,0.0,0.1,0.3,0.1,-1.3
Chauncey Billups,DET,30,7,4,3,1.8,1.9,0.4,0.7,60.0,0.3,0.6,50.0,0.7,0.9,83.3,0.0,0.1,0.1,0.0,0.4,0.0,0.0,0.1,1.3
Daniel Gibson,CLE,21,7,4,3,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3
Larry Hughes,CLE,28,7,5,2,1.7,1.0,0.3,0.7,40.0,0.0,0.0,0.0,0.4,0.4,100,0.3,0.0,0.3,0.1,0.0,0.1,0.0,0.1,1.0
Michael Finley,SAS,34,7,5,2,0.9,0.6,0.0,0.1,0.0,0.0,0.0,0.0,0.6,0.7,80.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,1.3
Rasheed Wallace,DET,32,7,4,3,1.8,0.7,0.3,0.4,66.7,0.0,0.0,0.0,0.1,0.3,50.0,0.0,0.4,0.4,0.0,0.1,0.0,0.3,0.3,1.3
Richard Hamilton,DET,29,7,4,3,1.8,1.1,0.3,0.4,66.7,0.0,0.0,0.0,0.6,0.7,80.0,0.0,0.4,0.4,0.4,0.1,0.1,0.0,0.3,1.3
Tayshaun Prince,DET,27,7,4,3,1.8,0.3,0.1,0.1,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,1.3
Bostjan Nachbar,NJN,26,6,2,4,1.4,0.7,0.2,0.7,25.0,0.2,0.7,25.0,0.2,0.2,100,0.0,0.3,0.3,0.2,0.0,0.0,0.0,0.2,-0.3
Jason Kidd,NJN,34,6,2,4,1.6,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.2,0.0,0.0,0.0,0.2,-0.8
