Player,Team,Age,GP,W,L,Min,Pts,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OReb,DReb,Reb,Ast,TO,Stl,Blk,PF,+/-
Derek Fisher,LAL,33,11,8,3,1.1,0.3,0.0,0.2,0.0,0.0,0.1,0.0,0.3,0.4,75.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.2,2.1
Kevin Garnett,BOS,32,11,5,6,1.3,0.7,0.3,0.6,42.9,0.0,0.0,0.0,0.2,0.4,50.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.2
Kobe Bryant,LAL,29,11,8,3,1.2,1.6,0.5,0.6,71.4,0.0,0.0,0.0,0.7,0.7,100.0,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.1,1.9
Pau Gasol,LAL,27,11,8,3,1.2,0.5,0.3,0.5,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.5,0.0,0.0,0.0,0.0,0.2,1.9
Ray Allen,BOS,32,11,5,6,1.2,0.6,0.2,0.3,66.7,0.0,0.1,0.0,0.3,0.3,100.0,0.0,0.1,0.1,0.2,0.0,0.0,0.0,0.3,0.0
Paul Pierce,BOS,30,10,5,5,1.3,0.7,0.0,0.1,0.0,0.0,0.0,0.0,0.7,0.8,87.5,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.1,0.7
Eddie House,BOS,30,9,3,6,0.6,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,1.2
James Posey,BOS,31,9,5,4,1.1,0.6,0.1,0.1,100.0,0.1,0.1,100.0,0.2,0.2,100.0,0.0,0.3,0.3,0.1,0.0,0.0,0.0,0.4,0.3
Lamar Odom,LAL,28,9,7,2,1.2,0.9,0.3,0.6,60.0,0.1,0.2,50.0,0.1,0.1,100.0,0.2,0.1,0.3,0.4,0.0,0.0,0.0,0.0,3.0
Sasha Vujacic,LAL,24,9,6,3,1.2,0.6,0.1,0.6,20.0,0.1,0.4,25.0,0.2,0.2,100.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,1.2
Rajon Rondo,BOS,22,8,4,4,0.6,0.1,0.0,0.3,0.0,0.0,0.1,0.0,0.1,0.3,50.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.5,-1.1
Andrei Kirilenko,UTA,27,6,3,3,1.1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.2,-1.3
Deron Williams,UTA,24,6,3,3,1.1,0.3,0.2,1.0,16.7,0.0,0.3,0.0,0.0,0.3,0.0,0.2,0.0,0.2,0.2,0.2,0.0,0.0,0.5,-1.3
Joe Smith,CLE,32,6,3,3,1.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.2,100.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.3,0.3
Kyle Korver,UTA,27,6,3,3,1.1,0.7,0.2,0.3,50.0,0.0,0.0,0.0,0.3,0.3,100.0,0.0,0.3,0.3,0.0,0.2,0.0,0.0,0.3,-1.3
