Player,Team,Age,GP,W,L,Min,Pts,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OReb,DReb,Reb,Ast,TO,Stl,Blk,PF,+/-
Mark Jackson,IND,34,9,5,4,1.2,0.6,0.0,0.6,0.0,0.0,0.2,0.0,0.6,0.7,83.3,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.2
Reggie Miller,IND,33,9,5,4,1.2,1.1,0.2,0.6,40.0,0.1,0.2,50.0,0.6,0.6,100.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0
Allan Houston,NYK,28,8,5,3,1.7,0.5,0.1,0.1,100.0,0.0,0.0,0.0,0.3,0.3,100.0,0.0,0.0,0.0,0.0,0.4,0.1,0.0,0.0,1.6
Dale Davis,IND,30,8,4,4,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,50.0,0.1,0.3,0.4,0.0,0.0,0.0,0.1,0.1,-0.4
Latrell Sprewell,NYK,28,8,5,3,1.7,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.1,0.0,0.1,1.1
Avery Johnson,SAS,34,7,7,0,1.8,0.9,0.4,0.7,60.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.1,0.1,0.0,0.1,2.6
Chris Childs,NYK,31,7,5,2,1.6,0.4,0.0,0.4,0.0,0.0,0.1,0.0,0.4,0.6,75.0,0.0,0.6,0.6,0.1,0.0,0.0,0.0,0.3,1.9
David Robinson,SAS,33,7,7,0,1.8,0.6,0.3,0.7,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,0.6,0.0,0.0,0.1,0.3,0.1,3.4
Jalen Rose,IND,26,7,4,3,0.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,50.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.1
Marcus Camby,NYK,25,7,4,3,1.1,0.9,0.3,0.3,100.0,0.0,0.0,0.0,0.3,0.3,100.0,0.3,0.1,0.4,0.0,0.0,0.0,0.0,0.3,0.0
Rik Smits,IND,32,7,3,4,0.8,0.7,0.3,0.6,50.0,0.0,0.0,0.0,0.1,0.1,100.0,0.3,0.1,0.4,0.0,0.0,0.0,0.1,0.1,0.6
Sean Elliott,SAS,31,7,7,0,1.8,1.3,0.3,0.4,66.7,0.1,0.3,50.0,0.6,0.6,100.0,0.1,0.3,0.4,0.3,0.0,0.0,0.0,0.1,3.0
Tim Duncan,SAS,23,7,7,0,1.8,0.7,0.3,0.6,50.0,0.0,0.1,0.0,0.1,0.3,50.0,0.0,0.1,0.1,0.3,0.3,0.1,0.0,0.3,3.0
Antonio Davis,IND,30,6,4,2,1.3,0.3,0.2,0.3,50.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,-0.7
Brian Grant,POR,27,6,4,2,1.5,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,100.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,2.2
Greg Anthony,POR,31,6,4,2,1.4,0.7,0.2,0.3,50.0,0.0,0.2,0.0,0.3,0.7,50.0,0.0,0.3,0.3,0.0,0.0,0.2,0.0,0.0,2.3
Jim Jackson,POR,28,6,4,2,1.2,0.7,0.0,0.3,0.0,0.0,0.0,0.0,0.7,0.7,100.0,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.5,2.5
John Stockton,UTA,37,6,2,4,2.3,0.5,0.2,0.7,25.0,0.0,0.0,0.0,0.2,0.2,100.0,0.0,0.2,0.2,0.7,0.3,0.2,0.0,0.7,-3.5
Karl Malone,UTA,35,6,2,4,2.3,0.7,0.2,0.7,25.0,0.0,0.0,0.0,0.3,0.3,100.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.3,-3.5
Larry Johnson,NYK,30,6,4,2,1.9,1.5,0.5,0.8,60.0,0.3,0.5,66.7,0.2,0.2,100.0,0.0,0.5,0.5,0.0,0.0,0.2,0.0,0.2,1.5
Mario Elie,SAS,35,6,6,0,1.8,1.0,0.2,0.2,100.0,0.0,0.0,0.0,0.7,0.7,100.0,0.0,0.3,0.3,0.5,0.0,0.2,0.0,0.3,3.0
Rasheed Wallace,POR,24,6,4,2,1.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.0,0.0,2.3
Shandon Anderson,UTA,25,6,2,4,2.3,0.8,0.3,0.5,66.7,0.2,0.2,100.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.7,-3.3
Bryon Russell,UTA,28,5,2,3,2.0,1.0,0.4,0.8,50.0,0.2,0.6,33.3,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.4,-2.0
Charlie Ward,NYK,28,5,2,3,0.6,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4
Derrick McKey,IND,32,5,3,2,1.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,100.0,0.2,0.0,0.2,0.0,0.0,0.2,0.0,0.2,-0.4
Isaiah Rider,POR,28,4,3,1,1.8,3.3,1.0,1.0,100.0,0.0,0.0,0.0,1.3,1.5,83.3,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,3.3
Jeff Hornacek,UTA,36,4,1,3,1.5,1.3,0.3,0.5,50.0,0.0,0.0,0.0,0.8,1.0,75.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,-2.8
Stacey Augmon,POR,30,4,2,2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
Allen Iverson,PHI,24,3,0,3,0.9,0.0,0.0,1.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,-4.3
Chris Webber,SAC,26,3,1,2,2.8,0.7,0.0,0.7,0.0,0.0,0.0,0.0,0.7,1.0,66.7,0.3,0.0,0.3,0.3,0.0,0.0,0.0,0.3,1.3
Derek Fisher,LAL,24,3,1,2,2.7,1.7,0.3,1.3,25.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,0.3,0.3,0.3,0.0,0.7,0.0,0.3,-1.0
Eric Snow,PHI,26,3,0,3,0.9,0.0,0.0,0.7,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,-4.0
George Lynch,PHI,28,3,0,3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,-2.7
Glen Rice,LAL,32,3,1,2,2.7,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,0.0,0.0,0.3,-1.7
Howard Eisley,UTA,26,3,1,2,1.8,0.7,0.0,0.3,0.0,0.0,0.3,0.0,0.7,0.7,100.0,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.3,-2.0
Kobe Bryant,LAL,20,3,1,2,2.7,2.3,0.3,1.3,25.0,0.3,0.7,50.0,1.3,2.0,66.7,0.0,0.3,0.3,0.0,0.3,0.0,0.0,0.0,-1.7
Larry Hughes,PHI,20,3,0,3,0.8,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.0,-3.7
Matt Geiger,PHI,29,3,0,3,0.7,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,-2.7
Patrick Ewing,NYK,36,3,2,1,2.7,2.7,0.0,0.7,0.0,0.0,0.0,0.0,2.7,2.7,100.0,0.3,0.7,1.0,0.0,0.0,0.0,0.0,0.3,2.3
Peja Stojakovic,SAC,22,3,1,2,2.0,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,-0.3
Shaquille O'Neal,LAL,27,3,1,2,2.7,1.0,0.3,0.7,50.0,0.0,0.0,0.0,0.3,0.7,50.0,0.3,0.3,0.7,0.0,0.3,0.0,0.7,0.7,-1.7
Vernon Maxwell,SAC,33,3,1,2,2.8,2.0,0.7,0.7,100.0,0.7,0.7,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,1.3
Vlade Divac,SAC,31,3,1,2,2.6,4.3,0.7,2.0,33.3,0.0,0.0,0.0,3.0,3.0,100.0,0.7,0.3,1.0,0.0,0.0,0.0,0.0,0.0,2.0
