Team,GP,W,L,Min,Pts,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OReb,DReb,Reb,Ast,TO,Stl,Blk,PF,+/-
LA Clippers,26,15,11,1.6,4.3,1.3,2.4,52.4,0.6,1.2,46.9,1.2,1.5,81.6,0.4,1.2,1.7,0.6,0.5,0.2,0.3,0.8,1.0
Portland Trail Blazers,26,16,10,2.0,5.2,1.8,3.7,47.9,0.7,1.5,45.0,1.0,1.3,73.5,0.3,1.2,1.5,0.7,0.2,0.3,0.3,1.1,0.0
Houston Rockets,23,13,10,1.4,4.4,1.2,2.5,47.4,0.6,1.3,43.3,1.5,1.7,92.1,0.3,0.8,1.1,0.7,0.3,0.3,0.1,0.9,0.8
Atlanta Hawks,22,8,14,1.7,3.4,1.2,3.1,37.7,0.4,1.6,25.0,0.6,1.0,66.7,0.3,1.3,1.6,0.4,0.5,0.4,0.2,1.4,0.1
Los Angeles Lakers,22,16,6,2.0,4.6,1.3,3.5,36.4,0.5,1.8,30.8,1.5,2.2,68.8,0.6,1.0,1.5,0.6,0.3,0.4,0.3,1.0,0.2
Orlando Magic,22,10,12,2.1,4.8,1.5,3.8,41.0,0.5,1.6,31.4,1.2,1.6,75.0,0.3,1.8,2.1,1.0,0.8,0.4,0.2,1.2,1.2
Detroit Pistons,21,7,14,2.2,3.6,1.3,3.4,39.4,0.3,0.8,37.5,0.6,1.0,65.0,0.4,1.4,1.8,0.5,0.7,0.1,0.2,1.1,-1.6
Memphis Grizzlies,21,9,12,1.7,3.6,1.2,3.1,38.5,0.2,1.1,20.8,1.0,1.3,77.8,0.6,1.2,1.8,0.5,0.7,0.1,0.3,1.2,-1.4
Minnesota Timberwolves,18,7,11,1.6,2.8,0.7,2.3,31.0,0.3,1.2,27.3,1.0,1.4,72.0,0.3,1.4,1.7,0.4,0.4,0.4,0.2,0.9,-0.8
Washington Wizards,18,6,12,1.5,3.0,0.8,2.7,28.6,0.2,0.9,23.5,1.2,1.6,78.6,0.6,1.3,1.9,0.3,0.3,0.2,0.2,1.0,-1.3
Golden State Warriors,16,3,13,2.1,4.2,1.1,3.6,31.6,0.5,1.6,30.8,1.4,1.6,88.5,0.6,1.3,1.8,0.6,0.5,0.1,0.4,1.4,-1.6
Milwaukee Bucks,16,10,6,1.1,3.3,1.1,2.5,45.0,0.3,0.8,33.3,0.8,0.9,80.0,0.6,0.8,1.4,0.4,0.7,0.1,0.3,0.8,0.4
